Feature ID	Taxon	Confidence
8a64f4d5f7abd433a26abc2f25bab5a8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485	0.9999985455596616
28c67afd1bec7073b2e5f58c8de46e98	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485	0.9990450329739294
64bf3513a819a26ce7a3be59ac8725e9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium injenense	0.9999964017056805
ba2f091fec83cdc9c3fdfbf89c859797	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485	0.998554884067541
a714a6e4e7bbf35391df87da56183037	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Bacillaceae_H_294103; g__Bacillus_P_294101	0.9864691527214868
047c23b160701dcc98eed82172998400	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0.9969799861380885
9085518f7b7dc9c75f6f01cd22fa826f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9931516216471725
ab6832e3767b7908699e59dc7d5a127d	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921	0.9999994582830511
5407707417a9b572186381886369d779	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_T	0.9920794923971041
3fed285ba832dd79af033ebf797d8b68	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium	0.9999938434796202
b22a0df9be4ee7cfa9894fab670b3f5a	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae	0.9999750513671711
40ae0731b0301f7eda96f3fa275a1ab7	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae	0.9999901169194276
822aee2362e4b2d25a7dd820edcaf719	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Haloplasmatales_A; f__Turicibacteraceae; g__Turicibacter; s__	0.991098843492518
45e2faf26427e3869a274088c8236d9b	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508	0.9999996786089176
2f71466f3b17240a7d3948c3faaa7509	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H; s__Bacteroides_H faecichinchillae	0.9232652716056274
fe2fd20525c8d7e06b3a54f767a62876	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Comamonas_F_589250; s__Comamonas_F_589250 tsuruhatensis	0.7251388608447435
3db332ae5d456e7ced5b97aa7ca67f07	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921	0.999999368987962
af60102537b9394efbee0d3914ba8e4f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_502138; f__Devosiaceae; g__Devosia_A_502124	0.9817986793253756
